user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
bin.110	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp000154245	GCF_000154245.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp000154245	98.81	0.95	GCF_000154245.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp000154245	98.81	0.95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003461625.1, s__Coprococcus sp900066115, 95.0, 94.37, 0.86; GCA_002437435.1, s__Coprococcus sp002437435, 95.0, 91.22, 0.83; GCF_000154425.1, s__Coprococcus eutactus, 95.0, 79.11, 0.18; GCF_001404675.1, s__Coprococcus eutactus_A, 95.0, 79.03, 0.2; GCF_003482105.1, s__Coprococcus sp000433075, 95.0, 78.49, 0.18; GCA_900548315.1, s__Coprococcus sp900548315, 95.0, 78.21, 0.17; GCA_900548215.1, s__Coprococcus sp900548215, 95.0, 78.2, 0.16; GCA_900557435.1, s__Coprococcus sp900557435, 95.0, 78.11, 0.11	90.67	11	N/A	N/A
bin.111	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp900557115	GCA_900557115.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp900557115	98.07	0.69	GCA_900557115.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp900557115	98.07	0.69	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900554365.1, s__CAG-269 sp900554365, 95.0, 82.39, 0.63; GCA_900554565.1, s__CAG-269 sp900554565, 95.0, 80.49, 0.6; GCA_900556695.1, s__CAG-269 sp900556695, 95.0, 80.36, 0.39; GCA_000431335.1, s__CAG-269 sp000431335, 95.0, 80.15, 0.6; GCA_900553985.1, s__CAG-269 sp900553985, 95.0, 79.71, 0.49; GCA_900551615.1, s__CAG-269 sp900551615, 95.0, 79.41, 0.53; GCA_001916065.1, s__CAG-269 sp001916065, 95.0, 79.33, 0.48; GCA_001916005.1, s__CAG-269 sp001916005, 95.0, 79.22, 0.56; GCA_000435535.1, s__CAG-269 sp000435535, 95.0, 79.21, 0.43; GCA_000438255.1, s__CAG-269 sp000438255, 95.0, 79.2, 0.43; GCA_900552555.1, s__CAG-269 sp900552555, 95.0, 79.16, 0.48; GCA_900556945.1, s__CAG-269 sp900556945, 95.0, 79.14, 0.37; GCA_001915995.1, s__CAG-269 sp001915995, 95.0, 78.75, 0.43; GCA_001916055.1, s__CAG-269 sp001916055, 95.0, 78.73, 0.41; GCA_003525075.1, s__CAG-269 sp003525075, 95.0, 78.69, 0.46; GCA_000437215.1, s__CAG-269 sp000437215, 95.0, 78.54, 0.5; GCA_900555615.1, s__CAG-269 sp900555615, 95.0, 78.29, 0.38; GCA_001916035.1, s__CAG-269 sp001916035, 95.0, 78.19, 0.47; GCA_900556345.1, s__CAG-269 sp900556345, 95.0, 77.65, 0.26; GCA_002372935.1, s__CAG-269 sp002372935, 95.0, 77.51, 0.31; GCA_900553125.1, s__CAG-269 sp900553125, 95.0, 77.5, 0.35; GCA_900554175.1, s__CAG-269 sp900554175, 95.0, 77.39, 0.32; GCA_003518755.1, s__CAG-269 sp003518755, 95.0, 77.35, 0.21; GCA_900556865.1, s__CAG-269 sp900556865, 95.0, 77.12, 0.27	54.62	11	N/A	N/A
bin.112	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Clostridium_A;s__Clostridium_A leptum	GCF_000154345.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Clostridium_A;s__Clostridium_A leptum	99.48	0.98	GCF_000154345.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Clostridium_A;s__Clostridium_A leptum	99.48	0.98	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	81.25	11	N/A	N/A
bin.113	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea sp000433535	GCA_000433535.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea sp000433535	98.46	0.88	GCA_000433535.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea sp000433535	98.46	0.88	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900543415.1, s__Dorea sp900543415, 95.0, 94.84, 0.84; GCF_900240315.1, s__Dorea sp900240315, 95.0, 79.89, 0.32; GCF_002160985.1, s__Dorea sp002160985, 95.0, 78.56, 0.09; GCF_003435815.1, s__Dorea sp000433215, 95.0, 78.36, 0.31; GCA_002492335.1, s__Dorea sp002492335, 95.0, 77.79, 0.17; GCF_000765215.1, s__Dorea sp000765215, 95.0, 77.76, 0.09; GCF_000154065.1, s__Dorea longicatena, 95.0, 77.73, 0.27; GCA_900550865.1, s__Dorea sp900550865, 95.0, 77.68, 0.23; GCF_000509125.1, s__Dorea sp000509125, 95.0, 77.55, 0.18; GCF_001404875.1, s__Dorea longicatena_B, 95.0, 77.54, 0.26; GCF_000156515.1, s__Dorea hylemonae, 95.0, 77.46, 0.21; GCF_001754075.1, s__Dorea faecis, 95.0, 77.44, 0.19; GCF_000169235.1, s__Dorea formicigenerans, 95.0, 77.41, 0.19; GCF_004295125.1, s__Dorea scindens, 95.0, 77.35, 0.18; GCA_900553355.1, s__Dorea sp900553355, 95.0, 77.26, 0.19; GCF_900120345.1, s__Dorea phocaeensis, 95.0, 77.25, 0.11; GCA_900543315.1, s__Dorea sp900543315, 95.0, 77.18, 0.17; GCF_900312975.1, s__Dorea sp900312975, 95.0, 77.17, 0.15; GCF_003477705.1, s__Dorea sp900066555, 95.0, 77.11, 0.16; GCF_000403475.2, s__Dorea sp000403475, 95.0, 77.09, 0.19; GCA_900066765.1, s__Dorea sp900066765, 95.0, 77.01, 0.2; GCF_000403455.2, s__Dorea sp000403455, 95.0, 77.0, 0.19; GCF_004345005.1, s__Dorea muris, 95.0, 76.95, 0.18; GCF_001185345.1, s__Dorea sp001185345, 95.0, 76.92, 0.17	71.63	11	N/A	N/A
bin.116	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066165	GCF_003480145.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066165	97.49	0.84	GCF_003480145.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066165	97.49	0.84	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003460605.1, s__Blautia_A sp900066145, 95.0, 84.78, 0.67; GCF_003474435.1, s__Blautia_A sp003474435, 95.0, 79.85, 0.27; GCF_000153905.1, s__Blautia_A obeum, 95.0, 79.78, 0.22; GCF_003477525.1, s__Blautia_A sp003477525, 95.0, 79.39, 0.27; GCF_000484655.1, s__Blautia_A wexlerae, 95.0, 79.31, 0.27; GCF_003471165.1, s__Blautia_A sp003471165, 95.0, 79.27, 0.26; GCF_003480185.1, s__Blautia_A sp003480185, 95.0, 79.27, 0.26; GCF_003478765.1, s__Blautia_A sp003478765, 95.0, 79.1, 0.24; GCF_003461955.1, s__Blautia_A sp900066335, 95.0, 79.1, 0.25; GCA_900066205.1, s__Blautia_A sp900066205, 95.0, 79.04, 0.25; GCA_000285855.2, s__Blautia_A sp000285855, 95.0, 78.94, 0.25; GCA_900316115.1, s__Blautia_A sp900316115, 95.0, 78.88, 0.26; GCA_900066505.1, s__Blautia_A sp900066505, 95.0, 78.87, 0.28; GCF_001487165.1, s__Blautia_A massiliensis, 95.0, 78.85, 0.24; GCF_900120195.1, s__Blautia_A sp900120195, 95.0, 78.75, 0.23; GCF_003461245.1, s__Blautia_A sp000436615, 95.0, 78.75, 0.24; GCA_900066355.1, s__Blautia_A sp900066355, 95.0, 78.73, 0.22; GCA_900553515.1, s__Blautia_A sp900553515, 95.0, 78.68, 0.15; GCA_000210015.1, s__Blautia_A obeum_B, 95.0, 78.67, 0.21; GCA_900548245.1, s__Blautia_A sp900548245, 95.0, 78.56, 0.21; GCA_900551715.1, s__Blautia_A sp900551715, 95.0, 78.12, 0.19; GCA_900541985.1, s__Blautia_A sp900541985, 95.0, 78.04, 0.18; GCF_005844445.1, s__Blautia_A sp000433815, 95.0, 77.78, 0.19; GCA_900540785.1, s__Blautia_A sp900540785, 95.0, 77.74, 0.17; GCA_900541345.1, s__Blautia_A sp900541345, 95.0, 77.73, 0.15; GCF_000702025.1, s__Blautia_A schinkii, 95.0, 77.61, 0.19; GCA_900551465.1, s__Blautia_A sp900551465, 95.0, 77.61, 0.17; GCA_900547615.1, s__Blautia_A sp900547615, 95.0, 77.51, 0.15; GCA_900549015.1, s__Blautia_A sp900549015, 95.0, 77.39, 0.18; GCA_900551075.1, s__Blautia_A sp900551075, 95.0, 77.16, 0.15; GCA_900542045.1, s__Blautia_A sp900542045, 95.0, 76.78, 0.07; GCF_002159835.1, s__Blautia_A sp002159835, 95.0, 76.55, 0.08; GCF_000157975.1, s__Blautia_A hydrogenotrophica, 95.0, 76.52, 0.06	57.76	11	N/A	N/A
bin.117	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	GCF_001405555.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	97.99	0.95	GCF_001405555.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	97.99	0.95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900543115.1, s__Fusicatenibacter sp900543115, 95.0, 78.2, 0.21	89.82	11	N/A	N/A
bin.118	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	GCF_900167555.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	97.67	0.92	GCF_900167555.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	97.67	0.92	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900540775.1, s__Gemmiger sp900540775, 95.0, 87.13, 0.78; GCA_900540595.1, s__Gemmiger sp900540595, 95.0, 87.05, 0.83; GCA_900554145.1, s__Gemmiger sp900554145, 95.0, 85.81, 0.69; GCA_900539695.1, s__Gemmiger sp900539695, 95.0, 83.34, 0.67; GCA_004554775.1, s__Gemmiger variabilis_B, 95.0, 83.3, 0.73; GCA_004552305.1, s__Gemmiger variabilis_A, 95.0, 81.93, 0.58; GCA_003343905.1, s__Gemmiger variabilis_C, 95.0, 80.85, 0.53; GCA_900556255.1, s__Gemmiger sp900556255, 95.0, 80.8, 0.58; GCA_900545545.1, s__Gemmiger sp900545545, 95.0, 80.63, 0.52; GCF_000157955.1, s__Gemmiger variabilis, 95.0, 80.48, 0.52; GCF_003324125.1, s__Gemmiger qucibialis, 95.0, 80.42, 0.51; GCA_002306375.1, s__Gemmiger sp002306375, 95.0, 79.82, 0.42; GCA_004561545.1, s__Gemmiger sp004561545, 95.0, 79.72, 0.41; GCA_900548355.1, s__Gemmiger sp900548355, 95.0, 78.61, 0.35; GCA_004555405.1, s__Gemmiger sp004555405, 95.0, 77.39, 0.19	80.75	11	N/A	N/A
bin.119	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii	GCF_000173975.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii	98.63	0.9	GCF_000173975.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii	98.63	0.9	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900554965.1, s__Anaerobutyricum sp900554965, 95.0, 97.57, 0.74; GCF_900209925.1, s__Anaerobutyricum hallii_A, 95.0, 83.99, 0.76; GCF_900016875.1, s__Anaerobutyricum sp900016875, 95.0, 77.38, 0.12; GCF_002161065.1, s__Anaerobutyricum sp002161065, 95.0, 76.79, 0.11; GCA_002494165.1, s__Anaerobutyricum sp002494165, 95.0, 75.75, 0.03	42.38	11	N/A	N/A
bin.12	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	GCF_000020605.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	97.18	0.87	GCF_000020605.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	97.18	0.87	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900317585.1, s__Agathobacter sp900317585, 95.0, 95.04, 0.76; GCA_900546625.1, s__Agathobacter sp900546625, 95.0, 94.48, 0.84; GCA_900547695.1, s__Agathobacter sp900547695, 95.0, 83.16, 0.39; GCA_900550845.1, s__Agathobacter sp900550845, 95.0, 79.93, 0.3; GCA_900550545.1, s__Agathobacter sp900550545, 95.0, 79.03, 0.17; GCF_001405615.1, s__Agathobacter faecis, 95.0, 78.86, 0.21; GCA_900557055.1, s__Agathobacter sp900557055, 95.0, 78.75, 0.13; GCA_900549895.1, s__Agathobacter sp900549895, 95.0, 78.62, 0.14; GCA_900548765.1, s__Agathobacter sp900548765, 95.0, 78.55, 0.24; GCA_002474415.1, s__Agathobacter sp002474415, 95.0, 78.34, 0.13; GCA_000434275.1, s__Agathobacter sp000434275, 95.0, 78.23, 0.16; GCA_900552085.1, s__Agathobacter sp900552085, 95.0, 78.19, 0.14; GCF_002735305.1, s__Agathobacter ruminis, 95.0, 77.99, 0.09; GCA_900543445.1, s__Agathobacter sp900543445, 95.0, 77.8, 0.18; GCA_900316805.1, s__Agathobacter sp900316805, 95.0, 77.44, 0.12	88.1	11	N/A	N/A
bin.122	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum	GCA_000615325.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum	99.15	0.93	GCA_000615325.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum	99.15	0.93	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003641145.1, s__Lactiplantibacillus paraplantarum, 95.0, 87.82, 0.78; GCF_000463075.2, s__Lactiplantibacillus plantarum_A, 95.0, 82.6, 0.62; GCF_003641185.1, s__Lactiplantibacillus pentosus, 95.0, 82.48, 0.65; GCF_001039045.1, s__Lactiplantibacillus herbarum, 95.0, 80.5, 0.47; GCF_001438845.1, s__Lactiplantibacillus xiangfangensis, 95.0, 80.42, 0.36; GCF_005405405.1, s__Lactiplantibacillus plajomi, 95.0, 80.35, 0.34; GCF_003885105.1, s__Lactiplantibacillus sp003885105, 95.0, 80.25, 0.37; GCF_000498955.2, s__Lactiplantibacillus fabifermentans, 95.0, 79.99, 0.33; GCF_005405085.1, s__Lactiplantibacillus sp005405085, 95.0, 79.97, 0.33; GCF_005405425.1, s__Lactiplantibacillus modestisalitolerans, 95.0, 79.93, 0.33; GCF_005405065.1, s__Lactiplantibacillus sp005405065, 95.0, 79.87, 0.33; GCF_005405005.1, s__Lactiplantibacillus sp005405005, 95.0, 79.74, 0.34; GCF_005405125.1, s__Lactiplantibacillus sp005405125, 95.0, 79.74, 0.3; GCF_002970935.1, s__Lactiplantibacillus sp002970935, 95.0, 79.71, 0.33; GCF_005405105.1, s__Lactiplantibacillus sp005405105, 95.0, 79.7, 0.3; GCF_002970915.1, s__Lactiplantibacillus sp002970915, 95.0, 79.54, 0.32; GCF_005404945.1, s__Lactiplantibacillus sp005404945, 95.0, 79.53, 0.32; GCF_005405385.1, s__Lactiplantibacillus mudanjiangensis, 95.0, 79.37, 0.32	92.16	11	N/A	N/A
bin.123	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-433;g__CAG-433;s__CAG-433 sp000433675	GCA_000433675.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-433;g__CAG-433;s__CAG-433 sp000433675	95.52	0.83	GCA_000433675.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-433;g__CAG-433;s__CAG-433 sp000433675	95.52	0.83	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-433;g__CAG-433;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900546245.1, s__CAG-433 sp900546245, 95.0, 93.33, 0.75; GCA_900320735.1, s__CAG-433 sp900320735, 95.0, 78.3, 0.49	82.82	11	N/A	N/A
bin.124	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_900552085.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp900552085	83.49	0.17	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	taxonomic classification defined by topology and ANI	N/A	GCA_900543445.1, s__Agathobacter sp900543445, 95.0, 97.27, 0.23; GCA_900317585.1, s__Agathobacter sp900317585, 95.0, 86.57, 0.17; GCA_900549895.1, s__Agathobacter sp900549895, 95.0, 86.42, 0.2; GCA_900550545.1, s__Agathobacter sp900550545, 95.0, 84.85, 0.18; GCA_900546625.1, s__Agathobacter sp900546625, 95.0, 84.75, 0.12; GCA_002474415.1, s__Agathobacter sp002474415, 95.0, 84.42, 0.09; GCF_000020605.1, s__Agathobacter rectalis, 95.0, 83.86, 0.22; GCF_001405615.1, s__Agathobacter faecis, 95.0, 83.2, 0.37; GCA_900547695.1, s__Agathobacter sp900547695, 95.0, 82.91, 0.06; GCA_000434275.1, s__Agathobacter sp000434275, 95.0, 82.64, 0.23; GCA_900548765.1, s__Agathobacter sp900548765, 95.0, 81.62, 0.09; GCA_900550845.1, s__Agathobacter sp900550845, 95.0, 81.19, 0.12; GCF_002735305.1, s__Agathobacter ruminis, 95.0, 80.74, 0.18; GCA_900557055.1, s__Agathobacter sp900557055, 95.0, 80.04, 0.14; GCA_900316805.1, s__Agathobacter sp900316805, 95.0, 77.38, 0.03	10.73	11	0.9999969345707955	Genome domain questionable ( 10.8% Bacterial, 1.6% Archaeal)
bin.125	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__CAG-462;s__CAG-462 sp900291465	GCF_900291465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__CAG-462;s__CAG-462 sp900291465	97.95	0.91	GCF_900291465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__CAG-462;s__CAG-462 sp900291465	97.95	0.91	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__CAG-462;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003489705.1, s__CAG-462 sp003489705, 95.0, 78.82, 0.33	37.96	11	N/A	N/A
bin.126	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D sp001815355	GCF_001815355.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D sp001815355	95.61	0.89	GCF_003252795.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae_K	95.38	0.91	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__	ANI	topological placement and ANI have incongruent species assignments	GCF_003252725.1, s__Haemophilus_D parainfluenzae_L, 95.0, 94.84, 0.89; GCF_003252755.1, s__Haemophilus_D parainfluenzae_N, 95.0, 94.68, 0.89; GCF_000191405.1, s__Haemophilus_D parainfluenzae, 95.0, 94.49, 0.89; GCF_001679485.1, s__Haemophilus_D sp001679485, 95.0, 94.49, 0.89; GCF_000210895.1, s__Haemophilus_D parainfluenzae_A, 95.0, 94.42, 0.89; GCF_003253005.1, s__Haemophilus_D parainfluenzae_M, 95.0, 93.98, 0.86; GCF_900638025.1, s__Haemophilus_D parainfluenzae_J, 95.0, 92.47, 0.88; GCF_900186995.1, s__Haemophilus_D pittmaniae, 95.0, 82.97, 0.55	84.37	11	N/A	N/A
bin.127	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii_A	GCF_900209925.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii_A	96.87	0.88	GCF_900209925.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii_A	96.87	0.88	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000173975.1, s__Anaerobutyricum hallii, 95.0, 84.78, 0.71; GCA_900554965.1, s__Anaerobutyricum sp900554965, 95.0, 84.0, 0.63; GCF_900016875.1, s__Anaerobutyricum sp900016875, 95.0, 77.48, 0.1; GCF_002161065.1, s__Anaerobutyricum sp002161065, 95.0, 76.92, 0.12; GCA_002494165.1, s__Anaerobutyricum sp002494165, 95.0, 76.43, 0.04	53.67	11	N/A	N/A
bin.128	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UBA1206;s__UBA1206 sp000433115	GCA_000433115.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UBA1206;s__UBA1206 sp000433115	98.7	0.86	GCA_000433115.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UBA1206;s__UBA1206 sp000433115	98.7	0.86	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UBA1206;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002305335.1, s__UBA1206 sp002305335, 95.0, 76.9, 0.03; GCA_002310055.1, s__UBA1206 sp002310055, 95.0, 76.27, 0.06	44.7	11	N/A	N/A
bin.129	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis	GCF_000225345.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis	97.89	0.94	GCF_000225345.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis	97.89	0.94	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900537995.1, s__Roseburia intestinalis, 95.0, 78.37, 0.33; GCA_003483745.1, s__Roseburia sp003483745, 95.0, 78.28, 0.27; GCF_003470905.1, s__Roseburia sp003470905, 95.0, 78.25, 0.31; GCA_004562005.1, s__Roseburia sp004562005, 95.0, 78.05, 0.22; GCA_900542495.1, s__Roseburia sp900542495, 95.0, 78.0, 0.21; GCF_000174195.1, s__Roseburia inulinivorans, 95.0, 77.93, 0.24; GCA_900550935.1, s__Roseburia sp900550935, 95.0, 77.91, 0.28; GCA_900552665.1, s__Roseburia sp900552665, 95.0, 77.86, 0.23; GCA_900548205.1, s__Roseburia sp900548205, 95.0, 77.85, 0.25; GCF_001940165.1, s__Roseburia sp001940165, 95.0, 77.25, 0.16	82.86	11	N/A	N/A
